index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.010921827517449856,0.42871803045272827
318,Pneumonia,0.9999939203262329,0.39567047357559204
259,Pneumonia,0.9999978542327881,0.3856238126754761
515,Pneumonia,0.001996048493310809,0.2034684717655182
53,Pneumonia,0.9999978542327881,0.5360056161880493
56,Pneumonia,0.9999986886978149,0.3480904698371887
112,Pneumonia,0.9999686479568481,0.4435131549835205
511,Pneumonia,0.9987506866455078,0.6381692290306091
479,Pneumonia,0.004955598618835211,0.22003427147865295
419,Pneumonia,0.31478095054626465,0.48930808901786804
78,Pneumonia,1.0,0.4422854781150818
121,Pneumonia,0.9999990463256836,0.5560548901557922
591,Pneumonia,0.2561156153678894,0.3062548041343689
313,Pneumonia,0.9999825954437256,0.42470425367355347
514,Pneumonia,0.5080780386924744,0.3851849436759949
483,Pneumonia,0.0018971754470840096,0.06630063056945801
228,Pneumonia,0.9999996423721313,0.34606900811195374
446,Pneumonia,0.9977547526359558,0.6247590780258179
249,Pneumonia,0.9999997615814209,0.3669482469558716
262,Pneumonia,0.9956004619598389,0.3774566352367401
623,Pneumonia,0.2859039306640625,0.5447165369987488
339,Pneumonia,0.999988317489624,0.3059691786766052
276,Pneumonia,0.999940037727356,0.46110081672668457
307,Pneumonia,0.9989665746688843,0.3111956715583801
461,Pneumonia,0.00036084672319702804,nan
572,Pneumonia,0.9613886475563049,0.34080594778060913
436,Pneumonia,0.9501467347145081,0.5435615181922913
390,Pneumonia,0.09272582083940506,0.46367552876472473
51,Pneumonia,1.0,0.39072513580322266
462,Pneumonia,0.00044359758612699807,0.04537566751241684
