index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.658990204334259,0.6706404685974121
318,Pneumonia,0.999265730381012,0.6024239659309387
259,Pneumonia,0.9992420673370361,0.5636293888092041
515,Pneumonia,0.014152693562209606,nan
53,Pneumonia,0.9991889595985413,0.7073113918304443
56,Pneumonia,0.9993450045585632,0.4940950870513916
112,Pneumonia,0.9994515776634216,0.6140798330307007
511,Pneumonia,0.9991924166679382,0.7452769875526428
479,Pneumonia,0.3443666696548462,0.8302298188209534
419,Pneumonia,0.8678399920463562,0.7097855806350708
78,Pneumonia,0.9990455508232117,0.519054114818573
121,Pneumonia,0.9991539716720581,0.7090804576873779
591,Pneumonia,0.039382629096508026,nan
313,Pneumonia,0.9993141889572144,0.5900598168373108
514,Pneumonia,0.9991886019706726,0.6230539679527283
483,Pneumonia,0.33286207914352417,0.2835220396518707
228,Pneumonia,0.9993736147880554,0.5092707872390747
446,Pneumonia,0.9752845764160156,0.7919574975967407
249,Pneumonia,0.9995298385620117,0.511084794998169
262,Pneumonia,0.9948825836181641,0.76102215051651
623,Pneumonia,0.9932416677474976,0.8398522138595581
339,Pneumonia,0.9982540011405945,0.7124517560005188
276,Pneumonia,0.9990056157112122,0.6048597097396851
307,Pneumonia,0.9868468642234802,0.6072056889533997
461,Pneumonia,0.16259461641311646,0.2032957375049591
572,Pneumonia,0.9895764589309692,0.7593093514442444
436,Pneumonia,0.9982295632362366,0.7700605988502502
390,Pneumonia,0.9471194744110107,0.7883320450782776
51,Pneumonia,0.9992696642875671,0.6055151224136353
462,Pneumonia,0.6519527435302734,0.3820195496082306
