index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.026809586212038994,nan
318,Pneumonia,0.9984365105628967,0.6115511059761047
259,Pneumonia,0.9988456964492798,0.48904579877853394
515,Pneumonia,0.00419649900868535,nan
53,Pneumonia,0.9964817762374878,0.7309601902961731
56,Pneumonia,0.9985612034797668,0.5323210954666138
112,Pneumonia,0.997258186340332,0.6041476130485535
511,Pneumonia,0.9988695979118347,0.7783372402191162
479,Pneumonia,0.04077140986919403,nan
419,Pneumonia,0.36499282717704773,0.44595450162887573
78,Pneumonia,0.998089611530304,0.564361035823822
121,Pneumonia,0.9991559982299805,0.7066397666931152
591,Pneumonia,0.011498210951685905,nan
313,Pneumonia,0.9985653758049011,0.6404082775115967
514,Pneumonia,0.9979827404022217,0.6307746171951294
483,Pneumonia,0.026516154408454895,nan
228,Pneumonia,0.9987260699272156,0.5862446427345276
446,Pneumonia,0.9952587485313416,0.7357213497161865
249,Pneumonia,0.9982130527496338,0.5380615592002869
262,Pneumonia,0.8940135836601257,0.8166350722312927
623,Pneumonia,0.5912579298019409,0.650954008102417
339,Pneumonia,0.9982494711875916,0.6136394143104553
276,Pneumonia,0.9984548091888428,0.6219308376312256
307,Pneumonia,0.9969428181648254,0.6023158431053162
461,Pneumonia,0.004776645917445421,nan
572,Pneumonia,0.17017996311187744,0.8260433077812195
436,Pneumonia,0.9858947992324829,0.6425761580467224
390,Pneumonia,0.5177228450775146,0.5209760069847107
51,Pneumonia,0.9972489476203918,0.6257932186126709
462,Pneumonia,0.19188804924488068,0.2650296092033386
