index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.03492938354611397,nan
318,Pneumonia,0.9999774694442749,0.45282959938049316
259,Pneumonia,0.9996767044067383,0.5636114478111267
515,Pneumonia,0.023062828928232193,nan
53,Pneumonia,0.9982776641845703,0.675641655921936
56,Pneumonia,0.99933260679245,0.5593141913414001
112,Pneumonia,0.9997110962867737,0.5877416133880615
511,Pneumonia,0.9998668432235718,0.7511177062988281
479,Pneumonia,0.30461087822914124,nan
419,Pneumonia,0.4362415671348572,0.6026608943939209
78,Pneumonia,0.9993657469749451,0.5702390074729919
121,Pneumonia,0.9995493292808533,0.7018615007400513
591,Pneumonia,0.10271409898996353,nan
313,Pneumonia,0.9999836683273315,0.4795741140842438
514,Pneumonia,0.9997996687889099,0.5447540879249573
483,Pneumonia,0.9127276539802551,0.47225597500801086
228,Pneumonia,0.9999862909317017,0.4241505563259125
446,Pneumonia,0.9975650310516357,0.6906818151473999
249,Pneumonia,0.999863862991333,0.440220445394516
262,Pneumonia,0.9216996431350708,0.591110348701477
623,Pneumonia,0.9338676333427429,0.7586979866027832
339,Pneumonia,0.9994590878486633,0.5253260135650635
276,Pneumonia,0.9996211528778076,0.6014373898506165
307,Pneumonia,0.9990192651748657,0.49031856656074524
461,Pneumonia,0.015073195099830627,nan
572,Pneumonia,0.8378710150718689,0.637260913848877
436,Pneumonia,0.8365321159362793,0.7561523914337158
390,Pneumonia,0.06770621985197067,nan
51,Pneumonia,0.9995296001434326,0.47782331705093384
462,Pneumonia,0.447696715593338,0.3654983341693878
