index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.9970929622650146,0.49607735872268677
318,Pneumonia,0.9988441467285156,0.32467055320739746
259,Pneumonia,0.9994738698005676,0.3723132014274597
515,Pneumonia,0.0017193747917190194,0.41827648878097534
53,Pneumonia,0.9981691837310791,0.566169261932373
56,Pneumonia,0.9991533756256104,0.23842528462409973
112,Pneumonia,0.998965859413147,0.33809536695480347
511,Pneumonia,0.9998288154602051,0.5513120889663696
479,Pneumonia,0.7460634708404541,0.16905765235424042
419,Pneumonia,0.9831587076187134,0.437970906496048
78,Pneumonia,0.9995168447494507,0.36171889305114746
121,Pneumonia,0.9991461038589478,0.530543327331543
591,Pneumonia,0.11953727900981903,0.26726996898651123
313,Pneumonia,0.9992074370384216,0.4658436179161072
514,Pneumonia,0.9994692206382751,0.5107526779174805
483,Pneumonia,0.5618934631347656,0.19067057967185974
228,Pneumonia,0.9992783665657043,0.2591730058193207
446,Pneumonia,0.9992710947990417,0.5283393263816833
249,Pneumonia,0.9991268515586853,0.27443936467170715
262,Pneumonia,0.9921040534973145,0.2605650722980499
623,Pneumonia,0.9908141493797302,0.41202688217163086
339,Pneumonia,0.9969809651374817,0.3580828011035919
276,Pneumonia,0.9994279742240906,0.44879019260406494
307,Pneumonia,0.9989738464355469,0.3478725254535675
461,Pneumonia,0.0031823657918721437,0.08310458809137344
572,Pneumonia,0.9847756028175354,0.2508849501609802
436,Pneumonia,0.9738513827323914,0.32551270723342896
390,Pneumonia,0.9427955150604248,0.39647871255874634
51,Pneumonia,0.9995177984237671,0.3364427983760834
462,Pneumonia,0.9862517714500427,0.3163341283798218
