index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.05353822559118271,0.20090246200561523
318,Pneumonia,0.9988446235656738,0.38171103596687317
259,Pneumonia,0.9997676014900208,0.3226414918899536
515,Pneumonia,0.009795280173420906,nan
53,Pneumonia,0.9735549688339233,0.5127833485603333
56,Pneumonia,0.9989221096038818,0.3532901704311371
112,Pneumonia,0.9982287287712097,0.47572681307792664
511,Pneumonia,0.9936323761940002,0.6839403510093689
479,Pneumonia,0.1780998259782791,0.2118256539106369
419,Pneumonia,0.060563404113054276,0.15439069271087646
78,Pneumonia,0.999927282333374,0.45419418811798096
121,Pneumonia,0.9985951781272888,0.5572025179862976
591,Pneumonia,0.1818658411502838,nan
313,Pneumonia,0.9978482723236084,0.46118277311325073
514,Pneumonia,0.9912582039833069,0.519514799118042
483,Pneumonia,0.14250582456588745,0.4174255132675171
228,Pneumonia,0.9998937845230103,0.4259573817253113
446,Pneumonia,0.8830063343048096,0.562837541103363
249,Pneumonia,0.9997548460960388,0.39752212166786194
262,Pneumonia,0.9803234338760376,0.5191534757614136
623,Pneumonia,0.6035676598548889,0.7216129302978516
339,Pneumonia,0.9991531372070312,0.36350733041763306
276,Pneumonia,0.9969460368156433,0.48582136631011963
307,Pneumonia,0.9614238739013672,0.41736090183258057
461,Pneumonia,0.02378428541123867,nan
572,Pneumonia,0.9538209438323975,0.3944387137889862
436,Pneumonia,0.8709693551063538,0.5767017602920532
390,Pneumonia,0.2212824821472168,0.33897894620895386
51,Pneumonia,0.9996175765991211,0.46940481662750244
462,Pneumonia,0.07406438887119293,0.3525357246398926
