index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.5204491019248962,0.5463036894798279
318,Pneumonia,0.9998980760574341,0.4419735074043274
259,Pneumonia,0.9978470802307129,0.5456230640411377
515,Pneumonia,0.017076591029763222,nan
53,Pneumonia,0.9993892908096313,0.5567398071289062
56,Pneumonia,0.999810516834259,0.4138277769088745
112,Pneumonia,0.9998530149459839,0.5002634525299072
511,Pneumonia,0.9999492168426514,0.6547042727470398
479,Pneumonia,0.10526929050683975,0.5375220775604248
419,Pneumonia,0.9776541590690613,0.6494807004928589
78,Pneumonia,0.9993508458137512,0.5094269514083862
121,Pneumonia,0.9992735981941223,0.6306267976760864
591,Pneumonia,0.022454798221588135,0.19694781303405762
313,Pneumonia,0.9999268054962158,0.47193244099617004
514,Pneumonia,0.9996225833892822,0.5008785724639893
483,Pneumonia,0.011566389352083206,nan
228,Pneumonia,0.9998879432678223,0.3538062870502472
446,Pneumonia,0.9978589415550232,0.7216019630432129
249,Pneumonia,0.9996397495269775,0.4544057846069336
262,Pneumonia,0.9715706706047058,0.3981586992740631
623,Pneumonia,0.8951990008354187,0.7468537092208862
339,Pneumonia,0.9994112253189087,0.4923744797706604
276,Pneumonia,0.99974125623703,0.5435054898262024
307,Pneumonia,0.9986411929130554,0.46063536405563354
461,Pneumonia,0.004151324275881052,nan
572,Pneumonia,0.9782754182815552,0.623816728591919
436,Pneumonia,0.9735214114189148,0.5873762965202332
390,Pneumonia,0.9666615724563599,0.7151830196380615
51,Pneumonia,0.9996048808097839,0.5213910937309265
462,Pneumonia,0.29102352261543274,0.3638406991958618
