index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.014885541051626205,nan
318,Pneumonia,0.9999784231185913,0.3079614043235779
259,Pneumonia,0.9995693564414978,0.47981563210487366
515,Pneumonia,0.0009703641990199685,nan
53,Pneumonia,0.9988117218017578,0.6942536234855652
56,Pneumonia,0.999934196472168,0.35626161098480225
112,Pneumonia,0.999535322189331,0.4483467638492584
511,Pneumonia,0.9993554949760437,0.5794201493263245
479,Pneumonia,0.020870214328169823,nan
419,Pneumonia,0.02625279501080513,nan
78,Pneumonia,0.9999551773071289,0.4195476174354553
121,Pneumonia,0.9983793497085571,0.5530741214752197
591,Pneumonia,0.0965041071176529,0.3056314289569855
313,Pneumonia,0.9999765157699585,0.42754217982292175
514,Pneumonia,0.9996147155761719,0.37724319100379944
483,Pneumonia,0.11645232886075974,0.6101546883583069
228,Pneumonia,0.9999877214431763,0.344307541847229
446,Pneumonia,0.9965053796768188,0.7328755259513855
249,Pneumonia,0.9998996257781982,0.463722825050354
262,Pneumonia,0.9870282411575317,0.42524102330207825
623,Pneumonia,0.7048039436340332,0.7158709168434143
339,Pneumonia,0.9995110034942627,0.3325784504413605
276,Pneumonia,0.9951196908950806,0.5443267822265625
307,Pneumonia,0.9985212683677673,0.3602958619594574
461,Pneumonia,0.002850207732990384,nan
572,Pneumonia,0.9034655690193176,0.5142126679420471
436,Pneumonia,0.9831059575080872,0.5784602761268616
390,Pneumonia,0.16895858943462372,0.3916362226009369
51,Pneumonia,0.9999104738235474,0.4444170296192169
462,Pneumonia,0.0689174085855484,0.351082980632782
