index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.33700671792030334,0.5121298432350159
318,Pneumonia,0.999483585357666,0.5849159359931946
259,Pneumonia,0.9994379878044128,0.4860422909259796
515,Pneumonia,0.002569003961980343,0.15000370144844055
53,Pneumonia,0.9994194507598877,0.694463849067688
56,Pneumonia,0.9994625449180603,0.481370210647583
112,Pneumonia,0.9993823766708374,0.5984014868736267
511,Pneumonia,0.9997616410255432,0.7196479439735413
479,Pneumonia,0.9839751720428467,0.5128498077392578
419,Pneumonia,0.9922575950622559,0.616373598575592
78,Pneumonia,0.9991827607154846,0.48422038555145264
121,Pneumonia,0.9995482563972473,0.6154719591140747
591,Pneumonia,0.0767972320318222,0.5401774644851685
313,Pneumonia,0.999531626701355,0.5558701157569885
514,Pneumonia,0.9996246099472046,0.5640497207641602
483,Pneumonia,0.33059874176979065,0.28085288405418396
228,Pneumonia,0.9994122982025146,0.4366031289100647
446,Pneumonia,0.9996730089187622,0.6912344694137573
249,Pneumonia,0.9988672733306885,0.42926082015037537
262,Pneumonia,0.9987126588821411,0.47098681330680847
623,Pneumonia,0.9961169958114624,0.667076587677002
339,Pneumonia,0.9991023540496826,0.5070571303367615
276,Pneumonia,0.9994520545005798,0.5683439373970032
307,Pneumonia,0.9891106486320496,0.48648953437805176
461,Pneumonia,0.6797493100166321,0.09736084192991257
572,Pneumonia,0.8016208410263062,0.6803613305091858
436,Pneumonia,0.9997841715812683,0.5949577689170837
390,Pneumonia,0.9931063055992126,0.5964466333389282
51,Pneumonia,0.9994476437568665,0.6270551681518555
462,Pneumonia,0.9399110078811646,0.39419540762901306
