index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.06936284899711609,0.3534466624259949
318,Pneumonia,0.9999912977218628,0.3365320563316345
259,Pneumonia,0.9983313679695129,0.5599092841148376
515,Pneumonia,0.014604644849896431,nan
53,Pneumonia,0.9988303780555725,0.6143357157707214
56,Pneumonia,0.999506950378418,0.45990803837776184
112,Pneumonia,0.9996199607849121,0.49954429268836975
511,Pneumonia,0.999963641166687,0.625378429889679
479,Pneumonia,0.012182903476059437,nan
419,Pneumonia,0.20583920180797577,0.5872154235839844
78,Pneumonia,0.9996217489242554,0.4935920238494873
121,Pneumonia,0.999316930770874,0.616694450378418
591,Pneumonia,0.05893993750214577,0.3116137981414795
313,Pneumonia,0.9999958276748657,0.37080109119415283
514,Pneumonia,0.9965499639511108,0.40133002400398254
483,Pneumonia,0.08878782391548157,nan
228,Pneumonia,0.999994158744812,0.2666904628276825
446,Pneumonia,0.9994379878044128,0.642743706703186
249,Pneumonia,0.9999135732650757,0.4444010555744171
262,Pneumonia,0.989535927772522,0.3779289424419403
623,Pneumonia,0.9604465961456299,0.5948425531387329
339,Pneumonia,0.9983522891998291,0.3859412670135498
276,Pneumonia,0.9997904896736145,0.5251213312149048
307,Pneumonia,0.9991536140441895,0.40118491649627686
461,Pneumonia,0.0006365717854350805,nan
572,Pneumonia,0.662123441696167,0.620276689529419
436,Pneumonia,0.9832868576049805,0.5958249568939209
390,Pneumonia,0.09159320592880249,0.4355168640613556
51,Pneumonia,0.9998613595962524,0.43713170289993286
462,Pneumonia,0.060510315001010895,0.3052869737148285
