index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.028928492218255997,nan
318,Pneumonia,0.9989756345748901,0.5364022850990295
259,Pneumonia,0.9987004995346069,0.4458453953266144
515,Pneumonia,0.0016321168513968587,0.6735880374908447
53,Pneumonia,0.9989697933197021,0.6282559633255005
56,Pneumonia,0.9992689490318298,0.6613157391548157
112,Pneumonia,0.998723566532135,0.5905789732933044
511,Pneumonia,0.9981955885887146,0.8803855776786804
479,Pneumonia,0.963539183139801,0.6588583588600159
419,Pneumonia,0.968909502029419,0.7922884225845337
78,Pneumonia,0.9985981583595276,0.661360502243042
121,Pneumonia,0.9988316893577576,0.6909633874893188
591,Pneumonia,0.14941424131393433,nan
313,Pneumonia,0.9987412095069885,0.7487127780914307
514,Pneumonia,0.9990181922912598,0.5000221729278564
483,Pneumonia,0.6241716146469116,0.6154260039329529
228,Pneumonia,0.998672604560852,0.6206423044204712
446,Pneumonia,0.9895879030227661,0.7758175730705261
249,Pneumonia,0.9986261129379272,0.4320748448371887
262,Pneumonia,0.9934893846511841,0.25683945417404175
623,Pneumonia,0.996893048286438,0.7061927914619446
339,Pneumonia,0.9990083575248718,0.7629156708717346
276,Pneumonia,0.9988766312599182,0.4032801389694214
307,Pneumonia,0.9985162615776062,0.39657601714134216
461,Pneumonia,0.2749767601490021,0.5819790363311768
572,Pneumonia,0.9895516037940979,0.7769421935081482
436,Pneumonia,0.9988263249397278,0.7805021405220032
390,Pneumonia,0.7705044150352478,0.8666983246803284
51,Pneumonia,0.999180018901825,0.4086380898952484
462,Pneumonia,0.7882018089294434,0.6314958930015564
