index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.16788092255592346,0.4974634051322937
318,Pneumonia,0.9961684346199036,0.6610170006752014
259,Pneumonia,0.9981234669685364,0.5717449188232422
515,Pneumonia,0.003914948087185621,0.2070077657699585
53,Pneumonia,0.9968293309211731,0.7582335472106934
56,Pneumonia,0.998467743396759,0.6507536768913269
112,Pneumonia,0.9981207251548767,0.7181639671325684
511,Pneumonia,0.9981426000595093,0.8282777667045593
479,Pneumonia,0.8740082383155823,0.8278372883796692
419,Pneumonia,0.9442036151885986,0.7368541955947876
78,Pneumonia,0.9967580437660217,0.6043655872344971
121,Pneumonia,0.9976332187652588,0.7482367157936096
591,Pneumonia,0.06067878380417824,0.22537009418010712
313,Pneumonia,0.9976643323898315,0.6671535968780518
514,Pneumonia,0.9970747232437134,0.6890785098075867
483,Pneumonia,0.8907524943351746,0.6748928427696228
228,Pneumonia,0.9971786737442017,0.5819792151451111
446,Pneumonia,0.9967838525772095,0.8056181073188782
249,Pneumonia,0.9967435598373413,0.5656255483627319
262,Pneumonia,0.9968106150627136,0.7546257376670837
623,Pneumonia,0.9581518769264221,0.8041198253631592
339,Pneumonia,0.9970234036445618,0.652834951877594
276,Pneumonia,0.9976751208305359,0.6687842011451721
307,Pneumonia,0.9987706542015076,0.6470403075218201
461,Pneumonia,0.04809778556227684,0.01945597678422928
572,Pneumonia,0.9651745557785034,0.7311409711837769
436,Pneumonia,0.9974249601364136,0.7264186143875122
390,Pneumonia,0.9699969291687012,0.7576776146888733
51,Pneumonia,0.996451735496521,0.6752781271934509
462,Pneumonia,0.16667763888835907,0.4126637876033783
