index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.001539183664135635,0.28190064430236816
318,Pneumonia,0.9999980926513672,0.45239168405532837
259,Pneumonia,0.9999986886978149,0.4449473023414612
515,Pneumonia,0.00030792297911830246,nan
53,Pneumonia,0.9988325238227844,0.6778337955474854
56,Pneumonia,0.9999885559082031,0.3666248619556427
112,Pneumonia,0.9999970197677612,0.46966448426246643
511,Pneumonia,0.9995833039283752,0.6186807155609131
479,Pneumonia,0.004172245040535927,nan
419,Pneumonia,0.005512373521924019,0.4124939739704132
78,Pneumonia,0.9999988079071045,0.4959767460823059
121,Pneumonia,0.9999833106994629,0.5809295177459717
591,Pneumonia,0.08355223387479782,0.19131828844547272
313,Pneumonia,0.9999865293502808,0.46825575828552246
514,Pneumonia,0.9828361868858337,0.5487920641899109
483,Pneumonia,0.006406707223504782,0.7139977216720581
228,Pneumonia,0.9999994039535522,0.4212358891963959
446,Pneumonia,0.9977692365646362,0.6389432549476624
249,Pneumonia,0.9999829530715942,0.4942399561405182
262,Pneumonia,0.9750382304191589,0.08445347845554352
623,Pneumonia,0.06422267854213715,0.4156630337238312
339,Pneumonia,0.999981164932251,0.412313848733902
276,Pneumonia,0.9995666146278381,0.5142132043838501
307,Pneumonia,0.9722513556480408,0.3180946409702301
461,Pneumonia,0.0014423878164961934,nan
572,Pneumonia,0.9765730500221252,0.5100935101509094
436,Pneumonia,0.8965999484062195,0.5704125165939331
390,Pneumonia,0.01443975418806076,0.42207106947898865
51,Pneumonia,0.9999996423721313,0.44545865058898926
462,Pneumonia,0.0048142350278794765,0.20605795085430145
