index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.5916640162467957,0.6127522587776184
318,Pneumonia,0.999974250793457,0.35999205708503723
259,Pneumonia,0.9964351654052734,0.5186474323272705
515,Pneumonia,0.7131889462471008,0.7952989935874939
53,Pneumonia,0.9992215633392334,0.6078911423683167
56,Pneumonia,0.9988983869552612,0.4556320905685425
112,Pneumonia,0.9986516833305359,0.5149148106575012
511,Pneumonia,0.9999297857284546,0.6190522909164429
479,Pneumonia,0.2931688129901886,0.5889383554458618
419,Pneumonia,0.9216701984405518,0.5856216549873352
78,Pneumonia,0.9986178874969482,0.4698997735977173
121,Pneumonia,0.9994524121284485,0.6032318472862244
591,Pneumonia,0.6523494720458984,0.5604119896888733
313,Pneumonia,0.9999872446060181,0.4053120017051697
514,Pneumonia,0.999896764755249,0.4572812616825104
483,Pneumonia,0.9686359167098999,0.4158412516117096
228,Pneumonia,0.9999406337738037,0.25092512369155884
446,Pneumonia,0.9978762865066528,0.6689943671226501
249,Pneumonia,0.9988988637924194,0.4971526265144348
262,Pneumonia,0.9996048808097839,0.40083611011505127
623,Pneumonia,0.9793567657470703,0.733851432800293
339,Pneumonia,0.9945672750473022,0.48563146591186523
276,Pneumonia,0.9994797110557556,0.4755387306213379
307,Pneumonia,0.9976189732551575,0.37745749950408936
461,Pneumonia,0.6827023029327393,0.2674717307090759
572,Pneumonia,0.6525771617889404,0.6019592881202698
436,Pneumonia,0.9951584935188293,0.5798202753067017
390,Pneumonia,0.838578462600708,0.702839195728302
51,Pneumonia,0.9995352029800415,0.48811203241348267
462,Pneumonia,0.8068791031837463,0.4543922245502472
