index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.009679345414042473,nan
318,Pneumonia,0.9999988079071045,0.5037436485290527
259,Pneumonia,1.0,0.5232404470443726
515,Pneumonia,0.0004063108062837273,0.7204319834709167
53,Pneumonia,0.9999843835830688,0.7084965109825134
56,Pneumonia,0.9999980926513672,0.3532058298587799
112,Pneumonia,0.9999997615814209,0.5087534785270691
511,Pneumonia,0.9999995231628418,0.6111079454421997
479,Pneumonia,0.002702578203752637,0.35051754117012024
419,Pneumonia,0.00879536010324955,0.3748334050178528
78,Pneumonia,1.0,0.4865317940711975
121,Pneumonia,0.9999942779541016,0.6875002384185791
591,Pneumonia,0.5908798575401306,0.3921544849872589
313,Pneumonia,0.9999998807907104,0.5159410238265991
514,Pneumonia,0.9693315625190735,0.5020220875740051
483,Pneumonia,0.0072194975800812244,0.2028195708990097
228,Pneumonia,0.9999990463256836,0.4444335103034973
446,Pneumonia,0.9940263032913208,0.6889747381210327
249,Pneumonia,0.9999998807907104,0.45046108961105347
262,Pneumonia,0.9997252821922302,0.4348796308040619
623,Pneumonia,0.25489309430122375,0.6082301735877991
339,Pneumonia,0.9999992847442627,0.38290664553642273
276,Pneumonia,0.9999971389770508,0.47863414883613586
307,Pneumonia,0.9999606609344482,0.34894993901252747
461,Pneumonia,0.001661303685978055,nan
572,Pneumonia,0.9772288799285889,0.46944138407707214
436,Pneumonia,0.9557889699935913,0.5236199498176575
390,Pneumonia,0.00987095944583416,0.2647819519042969
51,Pneumonia,1.0,0.5459060072898865
462,Pneumonia,0.09625070542097092,0.4022051692008972
