index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.2151716947555542,0.4803626239299774
318,Pneumonia,0.9997875094413757,0.410690039396286
259,Pneumonia,0.9995430707931519,0.4869450032711029
515,Pneumonia,0.003335721092298627,nan
53,Pneumonia,0.9961450099945068,0.609121561050415
56,Pneumonia,0.9997255206108093,0.3750382959842682
112,Pneumonia,0.9985161423683167,0.46708667278289795
511,Pneumonia,0.999268114566803,0.6151236891746521
479,Pneumonia,0.11012614518404007,0.06810187548398972
419,Pneumonia,0.22617831826210022,0.314868301153183
78,Pneumonia,0.9993783235549927,0.43092185258865356
121,Pneumonia,0.9992563128471375,0.6131179332733154
591,Pneumonia,0.059363286942243576,0.29813194274902344
313,Pneumonia,0.9995002746582031,0.4088036119937897
514,Pneumonia,0.9865775108337402,0.4071855843067169
483,Pneumonia,0.06525787711143494,nan
228,Pneumonia,0.9997041821479797,0.2977447509765625
446,Pneumonia,0.9867584109306335,0.6725155115127563
249,Pneumonia,0.9993197917938232,0.3825196623802185
262,Pneumonia,0.6345589756965637,0.23178212344646454
623,Pneumonia,0.770946204662323,0.6642757654190063
339,Pneumonia,0.9952704310417175,0.3295387923717499
276,Pneumonia,0.9993957281112671,0.46459144353866577
307,Pneumonia,0.9920716881752014,0.40783923864364624
461,Pneumonia,0.0009574070572853088,nan
572,Pneumonia,0.516080379486084,0.34156665205955505
436,Pneumonia,0.9481541514396667,0.4322539269924164
390,Pneumonia,0.3012721836566925,0.40674805641174316
51,Pneumonia,0.9997171759605408,0.40472641587257385
462,Pneumonia,0.003364213276654482,nan
