index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.013390460051596165,0.450897753238678
318,Pneumonia,0.9994407296180725,0.44758373498916626
259,Pneumonia,0.9984384179115295,0.43301182985305786
515,Pneumonia,0.04107769578695297,0.3329606354236603
53,Pneumonia,0.9971438050270081,0.6285581588745117
56,Pneumonia,0.9993176460266113,0.3650015592575073
112,Pneumonia,0.9973861575126648,0.46113520860671997
511,Pneumonia,0.9870936274528503,0.646852433681488
479,Pneumonia,0.10223232209682465,0.6297698020935059
419,Pneumonia,0.037109166383743286,3.886222475557588e-05
78,Pneumonia,0.9994574189186096,0.49331575632095337
121,Pneumonia,0.9987648725509644,0.6230480670928955
591,Pneumonia,0.42752543091773987,0.5222513675689697
313,Pneumonia,0.9991716146469116,0.4898887276649475
514,Pneumonia,0.990664005279541,0.4775319993495941
483,Pneumonia,0.08985833823680878,0.48670440912246704
228,Pneumonia,0.9996408224105835,0.34807249903678894
446,Pneumonia,0.9831847548484802,0.7103935480117798
249,Pneumonia,0.9986748695373535,0.4811343848705292
262,Pneumonia,0.8091363906860352,0.5323601365089417
623,Pneumonia,0.3541663885116577,0.5321008563041687
339,Pneumonia,0.9861400127410889,0.38974809646606445
276,Pneumonia,0.9942991733551025,0.47933706641197205
307,Pneumonia,0.9734805822372437,0.48074695467948914
461,Pneumonia,0.004396569449454546,0.0
572,Pneumonia,0.960344672203064,0.5258501768112183
436,Pneumonia,0.8049498796463013,0.6016597151756287
390,Pneumonia,0.25765058398246765,0.4686868488788605
51,Pneumonia,0.9993341565132141,0.49459969997406006
462,Pneumonia,0.0903354287147522,0.33975568413734436
