index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.18681320548057556,0.5783246159553528
318,Pneumonia,0.98747718334198,0.5330081582069397
259,Pneumonia,0.9954807758331299,0.5214787721633911
515,Pneumonia,0.5836165547370911,0.8276232481002808
53,Pneumonia,0.9916746020317078,0.5802662968635559
56,Pneumonia,0.9972596168518066,0.41678932309150696
112,Pneumonia,0.9923887848854065,0.5118787288665771
511,Pneumonia,0.9903779029846191,0.7104548811912537
479,Pneumonia,0.6606364250183105,0.6073859333992004
419,Pneumonia,0.6646745800971985,0.5804785490036011
78,Pneumonia,0.9985896944999695,0.5129936337471008
121,Pneumonia,0.9944891929626465,0.5941412448883057
591,Pneumonia,0.6080033183097839,0.511833667755127
313,Pneumonia,0.9953619837760925,0.5799679160118103
514,Pneumonia,0.9858074188232422,0.5974445343017578
483,Pneumonia,0.7935101389884949,0.46074503660202026
228,Pneumonia,0.9907923936843872,0.4697965383529663
446,Pneumonia,0.9902335405349731,0.6539376974105835
249,Pneumonia,0.9978854060173035,0.49880123138427734
262,Pneumonia,0.9008427262306213,0.6369619965553284
623,Pneumonia,0.8629225492477417,0.6545384526252747
339,Pneumonia,0.9908099174499512,0.42730435729026794
276,Pneumonia,0.9770997762680054,0.5869359970092773
307,Pneumonia,0.8960000872612,0.5861207842826843
461,Pneumonia,0.4183410406112671,0.4263584017753601
572,Pneumonia,0.9557012915611267,0.5059240460395813
436,Pneumonia,0.9757797718048096,0.612419843673706
390,Pneumonia,0.7302780747413635,0.7828425765037537
51,Pneumonia,0.9978832602500916,0.4739440083503723
462,Pneumonia,0.7722668647766113,0.49155595898628235
