index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.20664924383163452,0.6237516403198242
318,Pneumonia,0.9999899864196777,0.40422630310058594
259,Pneumonia,0.9999760389328003,0.4714621305465698
515,Pneumonia,0.018871748819947243,0.3627197742462158
53,Pneumonia,0.9996505975723267,0.5743368864059448
56,Pneumonia,0.9999387264251709,0.3717370927333832
112,Pneumonia,0.9998526573181152,0.5040834546089172
511,Pneumonia,0.9956977367401123,0.6323310732841492
479,Pneumonia,0.34932050108909607,0.6759172677993774
419,Pneumonia,0.32937583327293396,0.560120165348053
78,Pneumonia,0.9999943971633911,0.4447712004184723
121,Pneumonia,0.9999603033065796,0.5607358813285828
591,Pneumonia,0.09935048967599869,0.6808642148971558
313,Pneumonia,0.9999078512191772,0.45380955934524536
514,Pneumonia,0.998430073261261,0.4146692454814911
483,Pneumonia,0.020015541464090347,0.3999299108982086
228,Pneumonia,0.9999957084655762,0.3361364006996155
446,Pneumonia,0.9977450966835022,0.6587876677513123
249,Pneumonia,0.9999949932098389,0.4160623848438263
262,Pneumonia,0.8513575196266174,0.5656999945640564
623,Pneumonia,0.37761586904525757,0.5605016350746155
339,Pneumonia,0.9998589754104614,0.36482274532318115
276,Pneumonia,0.9986166954040527,0.4843077063560486
307,Pneumonia,0.9845204949378967,0.3389749228954315
461,Pneumonia,0.03771179914474487,nan
572,Pneumonia,0.8569210767745972,0.3626452088356018
436,Pneumonia,0.6244601607322693,0.5092642307281494
390,Pneumonia,0.7597581148147583,0.5547307133674622
51,Pneumonia,0.9999980926513672,0.4678094983100891
462,Pneumonia,0.10738268494606018,0.42153266072273254
