index,predicted_class,predicted_probability,lung_energy_fraction
399,Pneumonia,0.059872742742300034,0.5407822728157043
318,Pneumonia,0.9999309778213501,0.3635002076625824
259,Pneumonia,0.9999722242355347,0.4491995871067047
515,Pneumonia,0.0020321742631495,0.1823834627866745
53,Pneumonia,0.9978228807449341,0.5984194874763489
56,Pneumonia,0.9999432563781738,0.382303386926651
112,Pneumonia,0.9997430443763733,0.5006316304206848
511,Pneumonia,0.9999477863311768,0.6224610805511475
479,Pneumonia,0.07131044566631317,0.5129884481430054
419,Pneumonia,0.7295271754264832,0.5357066988945007
78,Pneumonia,0.9998371601104736,0.4275864064693451
121,Pneumonia,0.9996591806411743,0.5433385968208313
591,Pneumonia,0.07291243970394135,0.5818453431129456
313,Pneumonia,0.9999852180480957,0.43760013580322266
514,Pneumonia,0.9993698000907898,0.41419586539268494
483,Pneumonia,0.12867091596126556,0.35423171520233154
228,Pneumonia,0.999976396560669,0.34329137206077576
446,Pneumonia,0.9980777502059937,0.6301527619361877
249,Pneumonia,0.999890923500061,0.3656943440437317
262,Pneumonia,0.9782847762107849,0.4447651207447052
623,Pneumonia,0.9816401600837708,0.6584544777870178
339,Pneumonia,0.9990730285644531,0.4082396328449249
276,Pneumonia,0.9991758465766907,0.4759548604488373
307,Pneumonia,0.9997459053993225,0.4712735414505005
461,Pneumonia,0.0010116116609424353,0.11647792905569077
572,Pneumonia,0.2957392930984497,0.41717904806137085
436,Pneumonia,0.9988182187080383,0.5205623507499695
390,Pneumonia,0.13354863226413727,0.4309917092323303
51,Pneumonia,0.9998421669006348,0.4394361972808838
462,Pneumonia,0.06888152658939362,0.27198874950408936
